num_leaves,coord_1,coord_2,coord_3,coord_4,coord_5,coord_6,coord_7,coord_8,coord_9
"(0:7376503.927631544,((1:5340425.5318946,2:5340425.5318946):698428.5321250056,3:6038854.063806839):1337649.8638247042):0;",0.0,5340425.5318946,5340425.5318946,1.0,698428.5321250056,6038854.063806839,3.0,7376503.927631544,1337649.8638247042
"(((0:4468085.106366,2:4468085.106366):521061.71584908385,3:4989146.822321466):863872.7631882067,1:5853019.585084142):0;",0.0,4468085.106366,4468085.106366,0.0,521061.71584908385,4989146.822321466,3.0,863872.7631882067,5853019.585084142
"(((0:7904255.3191189,2:7904255.3191189):1606382.9787173,3:9510638.2978362):301550.2845733222,1:9812188.581877606):0;",0.0,7904255.3191189,7904255.3191189,0.0,1606382.9787173,9510638.2978362,3.0,301550.2845733222,9812188.581877606
"((0:10808510.638256801,(1:7829787.2340128,2:7829787.2340128):2978723.404244):808510.6382948001,3:11617021.276551599):0;",0.0,7829787.2340128,7829787.2340128,1.0,10808510.638256801,2978723.404244,4.0,808510.6382948001,11617021.276551599
"(((1:4659574.4680674,2:4659574.4680674):2280141.8436083565,0:6939716.311675757):1242034.1031867696,3:8181750.414862527):0;",0.0,4659574.4680674,4659574.4680674,1.0,6939716.311675757,2280141.8436083565,4.0,1242034.1031867696,8181750.414862527
"(((0:2524822.694671257,2:2524822.694671257):1342198.5819097932,3:3867021.2765810504):356143.4722326892,1:4223164.748920122):0;",0.0,2524822.694671257,2524822.694671257,0.0,1342198.5819097932,3867021.2765810504,3.0,356143.4722326892,4223164.748920122
"(0:4088523.708495102,((1:1776595.7446741,2:1776595.7446741):448957.95414723014,3:2225553.698927713):1862970.0095673888):0;",0.0,1776595.7446741,1776595.7446741,1.0,448957.95414723014,2225553.698927713,3.0,4088523.708495102,1862970.0095673888
"((0:4957446.8084918,(1:4255319.1489200005,3:4255319.1489200005):702127.6595718):475900.6103173405,2:5433347.419128289):0;",0.0,4255319.1489200005,4255319.1489200005,2.0,4957446.8084918,702127.6595718,1.0,475900.6103173405,5433347.419128289
"((2:4085106.3829632,0:4085106.3829632):3119151.8063711263,(1:6542553.1914645005,3:6542553.1914645005):661704.9988272728):0;",0.0,6542553.1914645005,6542553.1914645005,0.0,4085106.3829632,4085106.3829632,1.0,3119151.8063711263,661704.9988272728
"(((0:3446808.5106252,2:3446808.5106252):162317.8695738513,1:3609126.3797735195):382430.04308365315,3:3991556.423389088):0;",0.0,3446808.5106252,3446808.5106252,0.0,162317.8695738513,3609126.3797735195,4.0,382430.04308365315,3991556.423389088
"(((3:3291291.437221536,0:3291291.437221536):543443.8375511264,1:3834735.2744535133):564967.8386148744,2:4399703.113813069):0;",0.0,3291291.437221536,3291291.437221536,2.0,543443.8375511264,3834735.2744535133,0.0,564967.8386148744,4399703.113813069
"(0:4170999.1627501077,(1:3627659.5744543,(2:2797872.3404149,3:2797872.3404149):829787.2340394):543339.5887213396):0;",0.0,2797872.3404149,2797872.3404149,1.0,3627659.5744543,829787.2340394,2.0,4170999.1627501077,543339.5887213396
"(((0:4546099.290408256,1:4546099.290408256):605496.4539338693,3:5151595.744661274):687827.421061216,2:5839423.1659352565):0;",0.0,4546099.290408256,4546099.290408256,2.0,605496.4539338693,5151595.744661274,3.0,687827.421061216,5839423.1659352565
"(((0:4521276.5957275005,3:4521276.5957275005):1999999.9999924,1:6521276.5957199):762184.8315928483,2:7283461.427631898):0;",0.0,4521276.5957275005,4521276.5957275005,2.0,1999999.9999924,6521276.5957199,0.0,762184.8315928483,7283461.427631898
"((0:4755319.1489181,1:4755319.1489181):439725.2045727971,(2:3382978.7233914,3:3382978.7233914):1812065.6297803482):0;",0.0,3382978.7233914,3382978.7233914,2.0,4755319.1489181,4755319.1489181,2.0,439725.2045727971,1812065.6297803482
"(((1:2127659.5744600003,0:2127659.5744600003):874348.6061668902,3:3002008.1808396564):1974066.4489286689,2:4976074.629768325):0;",0.0,2127659.5744600003,2127659.5744600003,2.0,874348.6061668902,3002008.1808396564,3.0,1974066.4489286689,4976074.629768325
"((0:3031914.8936055,(1:2117021.2765877,2:2117021.2765877):914893.6170178):1691489.3616957,3:4723404.255301201):0;",0.0,2117021.2765877,2117021.2765877,1.0,3031914.8936055,914893.6170178,4.0,1691489.3616957,4723404.255301201
"(((0:2595744.6808412,2:2595744.6808412):520284.92872142716,3:3116029.6095626275):736368.5461674146,1:3852398.15530451):0;",0.0,2595744.6808412,2595744.6808412,0.0,520284.92872142716,3116029.6095626275,3.0,736368.5461674146,3852398.15530451
"(((0:1595744.680845,2:1595744.680845):1598404.255313075,1:3194148.936158075):2150531.914885445,3:5344680.85104352):0;",0.0,1595744.680845,1595744.680845,0.0,1598404.255313075,3194148.936158075,4.0,2150531.914885445,5344680.85104352
"(((0:5340425.5318946,1:5340425.5318946):228917.8441480663,2:5569343.375510751):198395.46489286312,3:5767738.840403615):0;",0.0,5340425.5318946,5340425.5318946,2.0,228917.8441480663,5569343.375510751,4.0,198395.46489286312,5767738.840403615
"((0:4287234.042536899,3:4287234.042536899):1154248.729782848,(1:5340425.5318946,2:5340425.5318946):101057.24001025429):0;",0.0,4287234.042536899,4287234.042536899,1.0,5340425.5318946,5340425.5318946,0.0,1154248.729782848,101057.24001025429
"(((0:3833333.332964157,3:3833333.332964157):757092.1986141443,1:4590425.531897451):543617.02127453,2:5134042.55317198):0;",0.0,3833333.332964157,3833333.332964157,2.0,757092.1986141443,4590425.531897451,0.0,543617.02127453,5134042.55317198
"((0:5643617.0212551495,(1:4882978.7233857,2:4882978.7233857):760638.2978694501):285931.06350955175,3:5929548.085083851):0;",0.0,4882978.7233857,4882978.7233857,1.0,5643617.0212551495,760638.2978694501,4.0,285931.06350955175,5929548.085083851
"((0:6914893.616994999,2:6914893.616994999):823404.25531602,(1:5361702.127639201,3:5361702.127639201):2376595.7446718197):0;",0.0,5361702.127639201,5361702.127639201,0.0,6914893.616994999,6914893.616994999,1.0,823404.25531602,2376595.7446718197
"(((0:3819148.9361557,2:3819148.9361557):691489.3616995,1:4510638.2978552):2563829.7872242997,3:7074468.0850794995):0;",0.0,3819148.9361557,3819148.9361557,0.0,691489.3616995,4510638.2978552,4.0,2563829.7872242997,7074468.0850794995
"(0:6127659.574444801,(1:5840425.5318927,(2:4361702.127643,3:4361702.127643):1478723.4042497):287234.0425521):0;",0.0,4361702.127643,4361702.127643,1.0,5840425.5318927,1478723.4042497,2.0,6127659.574444801,287234.0425521
"((2:5280141.843596957,(0:4510638.2978552,3:4510638.2978552):769503.5460609057):942799.7319113109,1:6222941.575508269):0;",0.0,4510638.2978552,4510638.2978552,0.0,769503.5460609057,5280141.843596957,0.0,942799.7319113109,6222941.575508269
"((0:5159574.4680655,2:5159574.4680655):355319.14893481997,(1:3744680.8510496,3:3744680.8510496):1770212.7659507198):0;",0.0,3744680.8510496,3744680.8510496,0.0,5159574.4680655,5159574.4680655,1.0,355319.14893481997,1770212.7659507198
"(((0:3411347.518072143,3:3411347.518072143):915780.1418050306,2:4327127.659558025):298404.255318015,1:4625531.91487604):0;",0.0,3411347.518072143,3411347.518072143,0.0,915780.1418050306,4327127.659558025,0.0,298404.255318015,4625531.91487604
"(((0:4425531.9148768,2:4425531.9148768):280638.72616914636,1:4706170.641471478):243220.22936077788,3:4949390.870193958):0;",0.0,4425531.9148768,4425531.9148768,0.0,280638.72616914636,4706170.641471478,4.0,243220.22936077788,4949390.870193958
"((0:6670212.765932101,(2:5893617.0212542,3:5893617.0212542):776595.7446779):528947.9672320326,1:7199160.732951366):0;",0.0,5893617.0212542,5893617.0212542,0.0,6670212.765932101,776595.7446779,2.0,528947.9672320326,7199160.732951366
"((0:1757077.3191422594,2:1757077.3191422594):1632266.527653372,(1:2787234.0425426,3:2787234.0425426):602109.8047849461):0;",0.0,2787234.0425426,2787234.0425426,0.0,1757077.3191422594,1757077.3191422594,1.0,1632266.527653372,602109.8047849461
"(0:7223404.2552917,((1:5382978.7233838,3:5382978.7233838):1031914.8936131,2:6414893.6169969):808510.6382948001):0;",0.0,5382978.7233838,5382978.7233838,1.0,1031914.8936131,6414893.6169969,1.0,7223404.2552917,808510.6382948001
"((0:3773722.0329643833,(2:2202127.6595660998,3:2202127.6595660998):1571594.3723344535):1347383.2531863693,1:5121105.285086922):0;",0.0,2202127.6595660998,2202127.6595660998,0.0,3773722.0329643833,1571594.3723344535,2.0,1347383.2531863693,5121105.285086922
"(3:7226279.851036371,(1:7212765.9574194,(2:4425531.9148768,0:4425531.9148768):2787234.0425426):13513.893106331625):0;",0.0,4425531.9148768,4425531.9148768,0.0,2787234.0425426,7212765.9574194,4.0,13513.893106331625,7226279.851036371
"((0:4572781.189344326,(1:4489361.7021106,3:4489361.7021106):83419.48752095959):2547145.8893520227,2:7119927.079760178):0;",0.0,4489361.7021106,4489361.7021106,2.0,4572781.189344326,83419.48752095959,1.0,2547145.8893520227,7119927.079760178
"(((0:2128813.0797791444,3:2128813.0797791444):1465137.1553135815,1:3593950.235092726):2070571.6553112806,2:5664521.8904040065):0;",0.0,2128813.0797791444,2128813.0797791444,2.0,1465137.1553135815,3593950.235092726,0.0,2070571.6553112806,5664521.8904040065
"(((1:1659574.4680788,2:1659574.4680788):1347517.7308459433,0:3007092.1989247436):542855.9444660223,3:3549948.142539702):0;",0.0,1659574.4680788,1659574.4680788,1.0,3007092.1989247436,1347517.7308459433,4.0,542855.9444660223,3549948.142539702
"((0:5553191.4893406,(1:4425531.9148768,2:4425531.9148768):1127659.5744638):797186.4572310132,3:6350377.946784379):0;",0.0,4425531.9148768,4425531.9148768,1.0,5553191.4893406,1127659.5744638,4.0,797186.4572310132,6350377.946784379
"((0:4364946.3361536255,(1:3872340.4255172,3:3872340.4255172):492605.91042366):635521.3710614148,2:5000467.707427807):0;",0.0,3872340.4255172,3872340.4255172,2.0,4364946.3361536255,492605.91042366,1.0,635521.3710614148,5000467.707427807
"(((0:3755319.1489219004,3:3755319.1489219004):548933.385423446,2:4304252.534026197):1751915.4510571726,1:6056167.98508337):0;",0.0,3755319.1489219004,3755319.1489219004,0.0,548933.385423446,4304252.534026197,0.0,1751915.4510571726,6056167.98508337
"(((0:1670212.7659511,3:1670212.7659511):1202127.6595699,1:2872340.4255210003):2851063.8297764002,2:5723404.2552974):0;",0.0,1670212.7659511,1670212.7659511,2.0,1202127.6595699,2872340.4255210003,0.0,2851063.8297764002,5723404.2552974
"((0:4340425.531898401,(2:3446808.5106252,3:3446808.5106252):893617.0212732):2117021.2765877,1:6457446.8084861):0;",0.0,3446808.5106252,3446808.5106252,0.0,4340425.531898401,893617.0212732,2.0,2117021.2765877,6457446.8084861
"(0:6214323.32657213,((1:6170212.765934,2:6170212.765934):29407.04052116485,3:6199619.8063594205):14703.520255263276):0;",0.0,6170212.765934,6170212.765934,1.0,29407.04052116485,6199619.8063594205,3.0,6214323.32657213,14703.520255263276
"((0:7968085.1063527,2:7968085.1063527):219162.80776512463,(1:3574468.0850928,3:3574468.0850928):4612779.828705876):0;",0.0,3574468.0850928,3574468.0850928,0.0,7968085.1063527,7968085.1063527,1.0,219162.80776512463,4612779.828705876
"(0:6108325.116998065,((1:4797872.3404073,3:4797872.3404073):1063829.7872300001,2:5861702.127637301):246622.989254382):0;",0.0,4797872.3404073,4797872.3404073,1.0,1063829.7872300001,5861702.127637301,1.0,6108325.116998065,246622.989254382
"(((0:5851063.829764999,3:5851063.829764999):3734042.5531773004,1:9585106.3829423):774400.0806353551,2:10359506.463790422):0;",0.0,5851063.829764999,5851063.829764999,2.0,3734042.5531773004,9585106.3829423,0.0,774400.0806353551,10359506.463790422
"(0:8414893.6169893,((1:4893617.021258,2:4893617.021258):2829787.2340318,3:7723404.2552898):691489.3616995):0;",0.0,4893617.021258,4893617.021258,1.0,2829787.2340318,7723404.2552898,3.0,8414893.6169893,691489.3616995
"((0:4739361.70210965,(2:3489361.7021144,3:3489361.7021144):1249999.99999525):2479787.23403313,1:7219148.936142781):0;",0.0,3489361.7021144,3489361.7021144,0.0,4739361.70210965,1249999.99999525,2.0,2479787.23403313,7219148.936142781
"(((0:2127659.5744600003,1:2127659.5744600003):751225.5484014007,3:2878885.1233933154):653189.8015932626,2:3532074.9244546634):0;",0.0,2127659.5744600003,2127659.5744600003,2.0,751225.5484014007,2878885.1233933154,3.0,653189.8015932626,3532074.9244546634
"(0:5414893.6170007,((1:4021276.5957294,2:4021276.5957294):914893.6170178,3:4936170.2127472):478723.4042535):0;",0.0,4021276.5957294,4021276.5957294,1.0,914893.6170178,4936170.2127472,3.0,5414893.6170007,478723.4042535
"(((0:3808510.6382834,3:3808510.6382834):1442311.1638243066,1:5250821.802107707):518088.11542356317,2:5768909.918063185):0;",0.0,3808510.6382834,3808510.6382834,2.0,1442311.1638243066,5250821.802107707,0.0,518088.11542356317,5768909.918063185
"(((0:5372340.4255115,3:5372340.4255115):787234.0425502,2:6159574.4680617):1682978.72339786,1:7842553.19145956):0;",0.0,5372340.4255115,5372340.4255115,0.0,787234.0425502,6159574.4680617,0.0,1682978.72339786,7842553.19145956
"(((0:5081560.284023243,1:5081560.284023243):987588.6524430556,2:6069148.93614715):572469.7871254842,3:6641618.723379018):0;",0.0,5081560.284023243,5081560.284023243,2.0,987588.6524430556,6069148.93614715,4.0,572469.7871254842,6641618.723379018
"(((0:3957446.8084956002,3:3957446.8084956002):819148.9361671,1:4776595.7446627):3425531.9148806003,2:8202127.6595433):0;",0.0,3957446.8084956002,3957446.8084956002,2.0,819148.9361671,4776595.7446627,0.0,3425531.9148806003,8202127.6595433
"((0:5531914.893596,2:5531914.893596):1053191.4893577,(1:2670212.7659473,3:2670212.7659473):3914893.6170064):0;",0.0,2670212.7659473,2670212.7659473,0.0,5531914.893596,5531914.893596,1.0,1053191.4893577,3914893.6170064
"(0:9118504.138263224,(1:6956372.1446544165,(2:6776595.7446551,3:6776595.7446551):179776.40010569984):2162131.9936088054):0;",0.0,6776595.7446551,6776595.7446551,1.0,6956372.1446544165,179776.40010569984,2.0,9118504.138263224,2162131.9936088054
"((0:3971236.217006186,(1:3776595.7446665005,3:3776595.7446665005):194640.47223330292):3973837.8627508567,2:7945074.079757043):0;",0.0,3776595.7446665005,3776595.7446665005,2.0,3971236.217006186,194640.47223330292,1.0,3973837.8627508567,7945074.079757043
"(0:4970415.4223215375,(1:4767510.990407415,(2:4361702.127643,3:4361702.127643):405808.8631899473):202904.43159497366):0;",0.0,4361702.127643,4361702.127643,1.0,4767510.990407415,405808.8631899473,2.0,4970415.4223215375,202904.43159497366
"(((0:5308510.6382777,2:5308510.6382777):602879.8242530281,1:5911390.462743495):521786.62787035765,3:6433177.090401086):0;",0.0,5308510.6382777,5308510.6382777,0.0,602879.8242530281,5911390.462743495,4.0,521786.62787035765,6433177.090401086
"(((1:4510638.2978552,0:4510638.2978552):979962.4968047867,3:5490600.794659987):418756.0062750045,2:5909356.801041375):0;",0.0,4510638.2978552,4510638.2978552,2.0,979962.4968047867,5490600.794659987,3.0,418756.0062750045,5909356.801041375
"((1:2154135.8893535165,(2:1425531.9148882001,0:1425531.9148882001):728603.9740397845):1811726.0138229027,3:3965861.9031764194):0;",0.0,1425531.9148882001,1425531.9148882001,0.0,728603.9740397845,2154135.8893535165,4.0,1811726.0138229027,3965861.9031764194
"(0:7563829.7872053,((1:5457446.8084899,3:5457446.8084899):755319.1489333,2:6212765.9574232):1351063.8297821002):0;",0.0,5457446.8084899,5457446.8084899,1.0,755319.1489333,6212765.9574232,1.0,7563829.7872053,1351063.8297821002
"(((0:4446808.5106214,2:4446808.5106214):3478723.4042420997,1:7925531.9148635):1959574.46807766,3:9885106.38294116):0;",0.0,4446808.5106214,4446808.5106214,0.0,3478723.4042420997,7925531.9148635,4.0,1959574.46807766,9885106.38294116
"(((1:6031914.8935941,2:6031914.8935941):290916.9908499584,3:6322831.884018526):1007037.4589323435,0:7329869.343589168):0;",0.0,6031914.8935941,6031914.8935941,1.0,290916.9908499584,6322831.884018526,3.0,7329869.343589168,1007037.4589323435
"((0:4436170.2127491,3:4436170.2127491):367053.47691349883,(1:3308510.6382852998,2:3308510.6382852998):1494713.05105815):0;",0.0,4436170.2127491,4436170.2127491,1.0,3308510.6382852998,3308510.6382852998,0.0,367053.47691349883,1494713.05105815
"(0:7605928.766992373,((1:3808510.6382834,2:3808510.6382834):3776595.7446665005,3:7585106.3829499):20822.384053112364):0;",0.0,3808510.6382834,3808510.6382834,1.0,3776595.7446665005,7585106.3829499,3.0,7605928.766992373,20822.384053112364
"(((0:5425531.914873,2:5425531.914873):2351063.8297783,1:7776595.7446513):85106.38297840001,3:7861702.1276297):0;",0.0,5425531.914873,5425531.914873,0.0,2351063.8297783,7776595.7446513,4.0,85106.38297840001,7861702.1276297
"((0:3606382.9787097,3:3606382.9787097):1695053.2733978142,(1:5117021.2765763,2:5117021.2765763):184414.9757439801):0;",0.0,3606382.9787097,3606382.9787097,1.0,5117021.2765763,5117021.2765763,0.0,1695053.2733978142,184414.9757439801
"((1:5436170.2127453005,(2:3361702.1276468,3:3361702.1276468):2074468.0850985):323001.4919136662,0:5759171.704233434):0;",0.0,3361702.1276468,3361702.1276468,1.0,5436170.2127453005,2074468.0850985,2.0,5759171.704233434,323001.4919136662
"((0:8156028.369117944,3:8156028.369117944):23124.315595656808,(1:6319148.9361462,2:6319148.9361462):1860003.7478652725):0;",0.0,8156028.369117944,8156028.369117944,1.0,6319148.9361462,6319148.9361462,0.0,23124.315595656808,1860003.7478652725
"(((0:6726950.354229758,1:6726950.354229758):491134.7518066444,2:7218085.106355551):595352.8918062483,3:7813437.997842649):0;",0.0,6726950.354229758,6726950.354229758,2.0,491134.7518066444,7218085.106355551,4.0,595352.8918062483,7813437.997842649
"((1:4382978.723387601,0:4382978.723387601):346180.71978591854,(2:2446808.510629,3:2446808.510629):2282350.9329700507):0;",0.0,2446808.510629,2446808.510629,2.0,4382978.723387601,4382978.723387601,2.0,346180.71978591854,2282350.9329700507
"((0:7021276.595718,2:7021276.595718):410786.62436014117,(1:4872340.4255134,3:4872340.4255134):2559722.794671124):0;",0.0,4872340.4255134,4872340.4255134,0.0,7021276.595718,7021276.595718,1.0,410786.62436014117,2559722.794671124
"((0:7298937.843589285,1:7298937.844653115):1295957.7819099692,(2:8351063.829755499,3:8351063.829755499):243831.79606290322):0;",0.0,8351063.829755499,8351063.829755499,2.0,7298937.843589285,7298937.844653115,2.0,1295957.7819099692,243831.79606290322
"(((0:7457446.8084823,1:7457446.8084823):933510.6382943251,2:8390957.446776625):704280.463614345,3:9095237.910603737):0;",0.0,7457446.8084823,7457446.8084823,2.0,933510.6382943251,8390957.446776625,4.0,704280.463614345,9095237.910603737
"((1:6021276.5957218,2:6021276.5957218):4819148.9361519,(0:6957446.808484199,3:6957446.808484199):3882978.7233895003):0;",0.0,6957446.808484199,6957446.808484199,1.0,6021276.5957218,6021276.5957218,0.0,3882978.7233895003,4819148.9361519
"(((0:4730496.454237343,3:4730496.454237343):47248.480340245995,1:4777744.934024397):40712.27634027082,2:4818457.210619988):0;",0.0,4730496.454237343,4730496.454237343,2.0,47248.480340245995,4777744.934024397,0.0,40712.27634027082,4818457.210619988
"((0:3737947.824453881,1:3737947.824453881):1617586.8276534276,(2:3744680.8510496,3:3744680.8510496):1610853.8010577084):0;",0.0,3744680.8510496,3744680.8510496,2.0,3737947.824453881,3737947.824453881,2.0,1617586.8276534276,1610853.8010577084
"((0:6287234.042529301,1:6287234.042529301):119542.74989316276,(2:2585106.3829689,3:2585106.3829689):3821670.4095599456):0;",0.0,2585106.3829689,2585106.3829689,2.0,6287234.042529301,6287234.042529301,2.0,119542.74989316276,3821670.4095599456
"((0:5010638.297853299,1:5010638.297853299):2042553.1914816,(2:6968085.106356501,3:6968085.106356501):85106.38297840001):0;",0.0,6968085.106356501,6968085.106356501,2.0,5010638.297853299,5010638.297853299,2.0,2042553.1914816,85106.38297840001
"(3:4995949.611683142,((1:2276595.7446722,2:2276595.7446722):1223404.2553145,0:3499999.9999867002):1495949.611696443):0;",0.0,2276595.7446722,2276595.7446722,1.0,3499999.9999867002,1223404.2553145,4.0,1495949.611696443,4995949.611683142
"((0:4442161.625515034,(1:4053191.4893463003,2:4053191.4893463003):388970.1362751177):28588.95146797647,3:4470750.576578756):0;",0.0,4053191.4893463003,4053191.4893463003,1.0,4442161.625515034,388970.1362751177,4.0,28588.95146797647,4470750.576578756
"((0:4308510.6382815,1:4308510.6382815):1048936.1702087799,(2:4265957.4467923,3:4265957.4467923):1091489.36169798):0;",0.0,4265957.4467923,4265957.4467923,2.0,4308510.6382815,4308510.6382815,2.0,1048936.1702087799,1091489.36169798
"((0:7095744.6808241,1:7095744.6808241):461577.84297696943,(2:5595744.6808298,3:5595744.6808298):1961577.8425457375):0;",0.0,5595744.6808298,5595744.6808298,2.0,7095744.6808241,7095744.6808241,2.0,461577.84297696943,1961577.8425457375
"(((0:5156028.369129343,1:5156028.369129343):2160460.9925449817,2:7316489.361674325):1734574.468078515,3:9051063.82975284):0;",0.0,5156028.369129343,5156028.369129343,2.0,2160460.9925449817,7316489.361674325,4.0,1734574.468078515,9051063.82975284
"((0:5136846.05210814,2:5136846.05210814):2287814.7702040724,(1:5361702.127639201,3:5361702.127639201):2062958.6957368418):0;",0.0,5361702.127639201,5361702.127639201,0.0,5136846.05210814,5136846.05210814,1.0,2287814.7702040724,2062958.6957368418
"(((0:5929078.013807257,1:5929078.013807257):234486.40233953448,2:6163564.416997855):731116.903933392,3:6894681.320186567):0;",0.0,5929078.013807257,5929078.013807257,2.0,234486.40233953448,6163564.416997855,4.0,731116.903933392,6894681.320186567
"(((0:5287234.0425331,1:5287234.0425331):819148.9361671,2:6106382.9787002):2265957.4467999,3:8372340.4255001005):0;",0.0,5287234.0425331,5287234.0425331,2.0,819148.9361671,6106382.9787002,4.0,2265957.4467999,8372340.4255001005
"(((0:4138297.8723247,1:4138297.8723247):1074468.0851023002,3:5212765.957427):74468.0851061,2:5287234.0425331):0;",0.0,4138297.8723247,4138297.8723247,2.0,1074468.0851023002,5212765.957427,3.0,74468.0851061,5287234.0425331
"((0:2700793.5180748436,(1:2457446.8085013,2:2457446.8085013):243346.7099990753):3547075.3393482235,3:6247868.857423066):0;",0.0,2457446.8085013,2457446.8085013,1.0,2700793.5180748436,243346.7099990753,4.0,3547075.3393482235,6247868.857423066
"(((0:3085106.382967,1:3085106.382967):936170.2127624,3:4021276.5957294):220944.33042469234,2:4242220.926579624):0;",0.0,3085106.382967,3085106.382967,2.0,936170.2127624,4021276.5957294,3.0,220944.33042469234,4242220.926579624
"((0:4430851.063812951,(1:3744680.8510496,3:3744680.8510496):686170.21276335):822503.9243585767,2:5253354.988277909):0;",0.0,3744680.8510496,3744680.8510496,2.0,4430851.063812951,686170.21276335,1.0,822503.9243585767,5253354.988277909
"((0:4372340.4255153,1:4372340.4255153):485106.38297688006,(2:4287234.042536899,3:4287234.042536899):570212.76595528):0;",0.0,4287234.042536899,4287234.042536899,2.0,4372340.4255153,4372340.4255153,2.0,485106.38297688006,570212.76595528
"((0:5255319.1489162,(1:4212765.9574308,3:4212765.9574308):1042553.1914854):555864.2005298026,2:5811183.349977918):0;",0.0,4212765.9574308,4212765.9574308,2.0,5255319.1489162,1042553.1914854,1.0,555864.2005298026,5811183.349977918
"((0:4601920.569131449,(1:4180851.0638139006,3:4180851.0638139006):421069.5056366978):-41660.70962750127,2:4560259.859557139):0;",0.0,4180851.0638139006,4180851.0638139006,2.0,4601920.569131449,421069.5056366978,1.0,-41660.70962750127,4560259.859557139
"((0:3808625.803177017,(2:3297872.340413,3:3297872.340413):510753.46265763364):2538274.8393520564,1:6346900.642529073):0;",0.0,3297872.340413,3297872.340413,0.0,3808625.803177017,510753.46265763364,2.0,2538274.8393520564,6346900.642529073
"((0:4893617.021258,2:4893617.021258):223404.2553183,(1:3202127.6595623,3:3202127.6595623):1914893.617014):0;",0.0,3202127.6595623,3202127.6595623,0.0,4893617.021258,4893617.021258,1.0,223404.2553183,1914893.617014
"(((0:5141843.971257057,2:5141843.971257057):831560.2837202443,3:5973404.25529645):1839361.7021206701,1:7812765.95741712):0;",0.0,5141843.971257057,5141843.971257057,0.0,831560.2837202443,5973404.25529645,3.0,1839361.7021206701,7812765.95741712
"(0:4929940.401045096,(1:4776595.7446627,(2:4106382.9787078,3:4106382.9787078):670212.7659549001):153344.65585048113):0;",0.0,4106382.9787078,4106382.9787078,1.0,4776595.7446627,670212.7659549001,2.0,4929940.401045096,153344.65585048113
"(0:6225791.570189108,((1:2840425.5319041,2:2840425.5319041):411780.27584949904,3:3252205.80743445):2973585.7616908285):0;",0.0,2840425.5319041,2840425.5319041,1.0,411780.27584949904,3252205.80743445,3.0,6225791.570189108,2973585.7616908285
"(0:3389331.2563700993,(1:3322674.7382852463,(2:3191489.36169,3:3191489.36169):131185.3764888632):66656.5180316616):0;",0.0,3191489.36169,3191489.36169,1.0,3322674.7382852463,131185.3764888632,2.0,3389331.2563700993,66656.5180316616
"(((2:3794340.55636856,0:3794340.55636856):285473.51872231945,1:4079814.0755164116):4592547.823386803,3:8672361.898903217):0;",0.0,3794340.55636856,3794340.55636856,0.0,285473.51872231945,4079814.0755164116,4.0,4592547.823386803,8672361.898903217
"((0:3287234.0425406997,1:3287234.0425406997):223404.2553183,(2:2670212.7659473,3:2670212.7659473):840425.5319117):0;",0.0,2670212.7659473,2670212.7659473,2.0,3287234.0425406997,3287234.0425406997,2.0,223404.2553183,840425.5319117
"((1:3138297.8723285,0:3138297.8723285):2021276.595737,(2:4808510.6382796,3:4808510.6382796):351063.8297859):0;",0.0,4808510.6382796,4808510.6382796,2.0,3138297.8723285,3138297.8723285,2.0,2021276.595737,351063.8297859
"(((0:6673758.864868256,3:6673758.864868256):1629432.6244618932,2:8303191.48933015):5392553.191468869,1:13695744.68079902):0;",0.0,6673758.864868256,6673758.864868256,0.0,1629432.6244618932,8303191.48933015,0.0,5392553.191468869,13695744.68079902
"((0:9230496.454220243,3:9230496.454220243):420764.8718069118,(1:6563829.7872091,2:6563829.7872091):3087431.53828614):0;",0.0,9230496.454220243,9230496.454220243,1.0,6563829.7872091,6563829.7872091,0.0,420764.8718069118,3087431.53828614
"(3:7368085.10635498,((1:3723404.255305,2:3723404.255305):829787.2340394,0:4553191.4893444):2814893.61701058):0;",0.0,3723404.255305,3723404.255305,1.0,4553191.4893444,829787.2340394,4.0,2814893.61701058,7368085.10635498
"((0:7489361.7020992,(1:6425531.9148692,2:6425531.9148692):1063829.7872300001):10638.297872300001,3:7499999.9999715):0;",0.0,6425531.9148692,6425531.9148692,1.0,7489361.7020992,1063829.7872300001,4.0,10638.297872300001,7499999.9999715
"(((0:4851063.8297688,2:4851063.8297688):2351063.8297783,3:7202127.6595471):1563829.7872281,1:8765957.446775202):0;",0.0,4851063.8297688,4851063.8297688,0.0,2351063.8297783,7202127.6595471,3.0,1563829.7872281,8765957.446775202
"((2:3352776.3265830046,0:3352776.3265830046):241868.1925522724,(1:1595744.680845,3:1595744.680845):1998899.8382902767):0;",0.0,1595744.680845,1595744.680845,0.0,3352776.3265830046,3352776.3265830046,1.0,241868.1925522724,1998899.8382902767
"(((0:7273049.645717043,2:7273049.645717043):1213652.4819102816,1:8486702.127627326):628168.0361678258,3:9114870.16379515):0;",0.0,7273049.645717043,7273049.645717043,0.0,1213652.4819102816,8486702.127627326,4.0,628168.0361678258,9114870.16379515
"((0:5968085.1063603,1:5968085.1063603):1287234.0425483,(2:6425531.9148692,3:6425531.9148692):829787.2340394):0;",0.0,6425531.9148692,6425531.9148692,2.0,5968085.1063603,5968085.1063603,2.0,1287234.0425483,829787.2340394
