SSY,HLE,NLE,HMO,SSY-HLE,SSY-NLE,HLE-NLE,SSY-HMO,HLE-HMO,NLE-HMO,SSY-HLE-NLE,SSY-HLE-HMO,SSY-NLE-HMO,HLE-NLE-HMO,topology,simulated
3744680.8510496,3744680.8510496,4063829.7872186,4063829.7872186,1761702.12765288,0.0,0.0,0.0,0.0,1442553.19148388,0.0,0.0,0.0,0.0,"((SSY,HLE),(NLE,HMO))",0
5944965.363807200,6133438.892529880,5730496.454233540,5730496.454233540,0.0,0.0,0.0,0.0,0.0,214468.91031833400,0.0,0.0,188473.52840353900,0.0,"(((NLE,HMO),SSY),HLE)",0
5210719.099980200,5042553.1914702,5042553.1914702,5116168.4191295000,0.0,0.0,73615.22763801810,0.0,0.0,0.0,0.0,0.0,0.0,94550.68039325770,"(((HLE,NLE),HMO),SSY)",0
2138297.8723323,2138297.8723323,5031914.8935979,5031914.8935979,3046808.51062672,0.0,0.0,0.0,0.0,153191.48936112,0.0,0.0,0.0,0.0,"((SSY,HLE),(NLE,HMO))",0
3202127.6595623,3202127.6595623,5053191.4893425000,5053191.4893425000,1995744.68084348,0.0,0.0,0.0,0.0,144680.85106328,0.0,0.0,0.0,0.0,"((SSY,HLE),(NLE,HMO))",0
4994068.938278900,4180851.0638139000,3563829.7872205000,3563829.7872205000,0.0,0.0,0.0,0.0,0.0,617021.2765934,0.0,0.0,0.0,813217.8744649950,"(((NLE,HMO),HLE),SSY)",0
4276595.7446646,4276595.7446646,3861702.1276449,3861702.1276449,1404255.3191436,0.0,0.0,0.0,0.0,1819148.9361633,0.0,0.0,0.0,0.0,"((SSY,HLE),(NLE,HMO))",0
1595744.680845,3468807.685093200,1595744.680845,2261541.5223318300,0.0,665796.8411676830,0.0,0.0,0.0,0.0,0.0,0.0,1207266.1638252000,0.0,"(((SSY,NLE),HMO),HLE)",0
5556032.336149100,5393617.0212561,5393617.0212561,5461290.069128180,0.0,0.0,67673.0476805939,0.0,0.0,0.0,0.0,0.0,0.0,94742.26674432080,"(((HLE,NLE),HMO),SSY)",0
6134042.55316818,3688829.787220030,2425531.9148844,2425531.9148844,0.0,0.0,0.0,0.0,0.0,1263297.8723356200,0.0,0.0,0.0,2445212.7659481600,"(((NLE,HMO),HLE),SSY)",0
4489361.7021106,4489361.7021106,4655729.1265780500,4550979.267003980,61617.56460614880,0.0,0.0,0.0,0.0,0.0,0.0,104749.85981875100,0.0,0.0,"(((SSY,HLE),HMO),NLE)",0
8229787.23401128,5771276.59572275,4790780.141471160,4790780.141471160,0.0,0.0,0.0,0.0,0.0,980496.4539324440,0.0,0.0,0.0,2458510.63828853,"(((NLE,HMO),HLE),SSY)",0
2702127.6595642000,2702127.6595642000,5063829.787214800,5734042.5531697,2361702.1276506000,0.0,0.0,0.0,0.0,0.0,670212.7659549000,0.0,0.0,0.0,"(((SSY,HLE),NLE),HMO)",0
5861702.127637300,8828784.29783879,8271119.24784091,5861702.127637300,0.0,0.0,0.0,2409417.12020361,0.0,0.0,0.0,0.0,557665.0503170300,0.0,"(((SSY,HMO),NLE),HLE)",0
